age,dependents,work_experience,monthly_income,annual_income,existing_loans,existing_emi,savings,assets,cibil_score,loan_amount,interest_rate,loan_tenure,dti_ratio,loan_to_income_ratio,gender,marital_status,education,occupation,loan_type,default,gender_enc,marital_enc,education_enc,occupation_enc,loan_type_enc
31,0,22.383839713367596,15062.87,180754.46,4,988.03,33012.91,68264.07,411,211135.49,7.61,240,0.0656,1.1681,Male,Single,Graduate,Business,Gold Loan,1,1,2,0,0,3
22,3,2.6079373119736893,34096.96,409163.54,4,11039.02,414299.49,886549.85,347,1844430.0,13.92,120,0.3238,4.5078,Male,Single,High School,Student,Agricultural Loan,1,1,2,1,4,0
64,3,18.523701163594474,17827.3,213927.66,3,6298.22,310995.6,1096958.19,891,838862.5,8.6,180,0.3533,3.9212,Male,Single,PhD,Government,Personal Loan,0,1,2,2,1,5
64,1,10.056502046180814,178832.04,2145984.42,1,84156.6,1947258.99,7019201.91,675,1466733.09,11.45,120,0.4706,0.6835,Male,Single,PhD,Business,Personal Loan,0,1,2,2,0,5
29,4,20.070049975387143,39454.83,473457.9,2,1716.38,833107.87,1520639.78,332,1088074.04,8.99,60,0.0435,2.2981,Male,Single,PhD,Student,Business Loan,0,1,2,2,4,1
41,0,17.046423279243605,17914.27,214971.18,1,1055.7,278395.46,519041.15,803,273457.84,11.57,60,0.0589,1.2721,Female,Single,Graduate,Self-employed,Gold Loan,0,0,2,0,3,3
44,3,3.3356852013511307,314795.99,3777551.92,1,8156.07,7254579.78,34189751.67,302,129088.22,8.47,48,0.0259,0.0342,Female,Divorced,PhD,Self-employed,Business Loan,0,0,0,2,3,1
54,4,15.899632282984195,26328.01,315936.18,2,7006.26,198376.37,798503.63,785,306166.84,12.5,24,0.2661,0.9691,Female,Single,Graduate,Government,Personal Loan,0,0,2,0,1,5
42,2,13.537753197155183,32033.97,384407.59,0,9974.52,723716.31,3428301.17,815,476139.17,7.78,240,0.3114,1.2386,Male,Married,High School,Salaried,Home Loan,0,1,1,1,2,4
23,0,23.293304759508064,33453.81,401445.76,2,6749.7,500365.99,2160906.57,341,1105131.06,13.27,36,0.2018,2.7529,Male,Divorced,PhD,Student,Home Loan,1,1,0,2,4,4
32,2,15.079148129714943,21834.1,262009.18,0,8710.74,396051.21,1033088.47,308,423503.17,12.88,36,0.399,1.6164,Female,Married,High School,Government,Vehicle Loan,1,0,1,1,1,6
48,1,14.434865027983053,42125.61,505507.35,3,14463.82,916219.68,1362996.38,441,4747328.69,11.75,36,0.3433,9.3912,Female,Single,Graduate,Business,Home Loan,1,0,2,0,0,4
50,1,21.584729348773337,10000.0,120000.0,0,4929.2,136775.35,481203.25,735,312963.93,7.47,180,0.4929,2.608,Male,Divorced,High School,Self-employed,Business Loan,0,1,0,1,3,1
46,1,20.057636704586315,69670.97,836051.66,1,4803.64,1451257.36,3494575.83,326,709876.35,8.46,84,0.0689,0.8491,Male,Married,Post Graduate,Business,Education Loan,1,1,1,3,0,2
41,3,29.755631359003722,18459.18,221510.16,1,538.23,248442.65,671204.57,342,274066.84,13.02,12,0.0292,1.2373,Female,Single,High School,Student,Home Loan,1,0,2,1,4,4
48,3,10.55858102235203,28305.38,339664.53,1,3889.21,418398.07,1131147.12,430,612329.56,7.85,36,0.1374,1.8027,Female,Divorced,Graduate,Government,Agricultural Loan,0,0,0,0,1,0
46,4,20.65069706295283,57006.0,684072.0,0,542.99,640591.65,3040298.26,515,400128.59,8.09,48,0.0095,0.5849,Female,Single,High School,Self-employed,Agricultural Loan,0,0,2,1,3,0
53,2,5.017756675490862,32122.87,385474.39,1,14979.08,139724.4,178211.44,819,362605.68,10.81,24,0.4663,0.9407,Male,Married,High School,Student,Gold Loan,0,1,1,1,4,3
41,1,24.136822717051434,32921.18,395054.1,4,5003.22,452026.64,801178.82,897,269673.25,8.92,84,0.152,0.6826,Male,Divorced,Graduate,Self-employed,Business Loan,0,1,0,0,3,1
55,1,23.584668555300013,19786.47,237437.61,2,5465.32,464612.17,1594442.79,644,497839.95,8.55,12,0.2762,2.0967,Female,Divorced,Graduate,Self-employed,Personal Loan,0,0,0,0,3,5
54,3,21.774620552775264,127693.6,1532323.21,1,20307.73,2439621.73,11063763.26,807,863663.36,11.03,12,0.159,0.5636,Male,Divorced,PhD,Government,Personal Loan,0,1,0,2,1,5
61,3,3.57152294813756,49955.58,599466.92,0,6139.76,908815.09,4245775.64,712,202794.19,9.61,180,0.1229,0.3383,Female,Divorced,High School,Government,Home Loan,0,0,0,1,1,4
38,3,29.62633762476418,18964.59,227575.12,1,1444.77,299566.67,969029.77,545,425551.65,7.98,48,0.0762,1.8699,Female,Divorced,PhD,Salaried,Home Loan,1,0,0,2,2,4
31,0,28.27831810320102,40413.11,484957.3,0,6473.49,363794.74,414087.49,748,656387.93,10.74,12,0.1602,1.3535,Male,Married,Post Graduate,Salaried,Personal Loan,0,1,1,3,2,5
43,2,11.102744464062509,18177.12,218125.5,2,5593.27,89088.81,218403.36,320,763992.22,9.71,120,0.3077,3.5025,Female,Divorced,Post Graduate,Salaried,Personal Loan,1,0,0,3,2,5
42,2,17.319476533126355,102073.52,1224882.19,0,49588.4,629251.26,2941959.29,707,1963859.6,12.14,240,0.4858,1.6033,Female,Divorced,Graduate,Salaried,Home Loan,0,0,0,0,2,4
37,0,26.666609104257994,40936.72,491240.66,2,11423.23,46889.25,140657.27,756,702880.91,7.72,120,0.279,1.4308,Female,Single,PhD,Business,Education Loan,0,0,2,2,0,2
25,1,14.839319715770763,20224.95,242699.35,1,5387.01,333510.37,1302842.62,743,321252.38,11.34,12,0.2664,1.3237,Female,Divorced,Post Graduate,Salaried,Education Loan,0,0,0,3,2,2
64,4,17.974900198332627,55190.96,662291.51,4,973.1,1085781.89,2254923.26,564,280856.39,10.06,12,0.0176,0.4241,Male,Married,High School,Business,Personal Loan,1,1,1,1,0,5
31,4,18.09728577552699,30734.92,368818.98,1,12910.19,220829.17,242918.24,483,278115.97,9.84,12,0.42,0.7541,Male,Married,Graduate,Self-employed,Vehicle Loan,1,1,1,0,3,6
50,1,19.477649032486816,16765.24,201182.85,2,375.89,52182.79,172904.59,526,265991.22,8.63,180,0.0224,1.3221,Female,Married,High School,Business,Education Loan,1,0,1,1,0,2
35,4,17.26501077357203,45644.02,547728.2,3,20682.04,398094.45,1727699.65,847,525754.06,7.21,120,0.4531,0.9599,Female,Single,PhD,Self-employed,Gold Loan,0,0,2,2,3,3
47,3,12.178326688007184,44878.1,538537.14,3,12087.28,346332.26,1718180.26,545,619358.9,12.93,36,0.2693,1.1501,Male,Divorced,PhD,Salaried,Business Loan,1,1,0,2,2,1
55,2,16.184380944903694,71871.87,862462.4,3,6054.0,817194.35,3584629.93,372,855666.39,9.28,36,0.0842,0.9921,Male,Married,Post Graduate,Business,Personal Loan,1,1,1,3,0,5
53,3,26.143280453900108,37748.54,452982.51,1,8525.65,267046.29,858814.86,449,753131.99,11.77,36,0.2259,1.6626,Female,Divorced,PhD,Self-employed,Agricultural Loan,0,0,0,2,3,0
40,4,25.923100370206498,38724.83,464697.91,0,19265.3,341314.89,1172386.06,812,1198864.87,13.63,24,0.4975,2.5799,Female,Married,Post Graduate,Salaried,Education Loan,0,0,1,3,2,2
36,4,23.176372405825187,39977.81,479733.72,4,6098.27,874465.01,3757275.48,368,259072.53,10.95,48,0.1525,0.54,Female,Married,Post Graduate,Self-employed,Agricultural Loan,1,0,1,3,3,0
54,2,12.423228207680161,94577.02,1134924.23,4,12742.35,822934.8,888146.44,529,1638328.95,9.78,120,0.1347,1.4436,Male,Married,Graduate,Government,Home Loan,1,1,1,0,1,4
22,3,23.57917655620592,30150.47,361805.67,1,1778.97,574876.51,2763188.42,371,267339.66,8.88,240,0.059,0.7389,Male,Single,Post Graduate,Self-employed,Vehicle Loan,1,1,2,3,3,6
55,2,11.635690415688314,48130.58,577566.94,2,14370.4,740930.55,2315322.76,696,584402.88,13.54,36,0.2986,1.0118,Male,Divorced,PhD,Salaried,Business Loan,0,1,0,2,2,1
60,4,19.92206092351794,52577.7,630932.35,1,2345.67,460757.95,2215420.49,383,378583.92,11.77,120,0.0446,0.6,Male,Divorced,PhD,Student,Business Loan,0,1,0,2,4,1
48,2,17.022844182173177,44795.63,537547.58,3,17156.91,887362.51,3600981.53,598,434036.27,11.66,48,0.383,0.8074,Male,Divorced,Graduate,Government,Agricultural Loan,1,1,0,0,1,0
59,2,9.000740008695013,29473.81,353685.68,2,13546.51,432874.42,696612.12,592,757539.54,9.98,12,0.4596,2.1418,Male,Divorced,PhD,Business,Home Loan,1,1,0,2,0,4
26,4,13.586348353687312,39040.8,468489.54,4,18190.49,46779.88,77703.22,522,139981.26,12.92,60,0.4659,0.2988,Male,Married,Graduate,Government,Business Loan,1,1,1,0,1,1
29,2,24.910852778341198,34331.05,411972.55,1,1852.44,88599.8,213931.65,515,227617.21,12.0,180,0.054,0.5525,Male,Divorced,Graduate,Salaried,Home Loan,0,1,0,0,2,4
40,3,27.382584244828042,117656.69,1411880.22,0,32841.66,2154377.43,4429296.77,530,805631.23,8.98,36,0.2791,0.5706,Male,Single,Graduate,Self-employed,Vehicle Loan,0,1,2,0,3,6
21,4,6.158862871490617,27593.67,331124.06,0,1339.81,310984.52,857444.97,704,441652.17,11.2,48,0.0486,1.3338,Male,Single,Graduate,Student,Personal Loan,0,1,2,0,4,5
28,2,13.686444294780047,21003.68,252044.15,4,6007.22,216898.25,740841.03,468,360304.85,10.01,36,0.286,1.4295,Female,Single,Graduate,Salaried,Agricultural Loan,1,0,2,0,2,0
43,1,13.005166744608834,36180.62,434167.48,2,14743.25,157531.35,432631.17,628,180456.95,7.05,180,0.4075,0.4156,Male,Divorced,Post Graduate,Self-employed,Agricultural Loan,0,1,0,3,3,0
23,3,14.67045891624824,34682.17,416186.07,3,9325.87,160173.64,196322.0,725,362330.24,12.65,180,0.2689,0.8706,Male,Single,PhD,Salaried,Agricultural Loan,0,1,2,2,2,0
24,3,29.29877002612665,40868.14,490417.7,0,17819.61,790729.33,3876571.46,853,762804.88,7.86,48,0.436,1.5554,Female,Married,Graduate,Student,Business Loan,0,0,1,0,4,1
45,3,15.562275394206896,27598.92,331187.08,0,11062.67,553838.47,1495634.44,495,281875.71,10.57,24,0.4008,0.8511,Female,Single,High School,Self-employed,Home Loan,1,0,2,1,3,4
58,0,24.90230064597545,38801.88,465622.61,1,5365.3,538572.42,2372034.52,825,1317505.43,9.35,36,0.1383,2.8296,Female,Divorced,High School,Student,Business Loan,0,0,0,1,4,1
35,4,19.91811221942652,39252.26,471027.08,4,12366.47,305694.21,396123.8,376,1047071.67,9.39,36,0.3151,2.223,Male,Married,High School,Self-employed,Personal Loan,1,1,1,1,3,5
41,0,3.215727051495081,62542.01,750504.15,0,231.78,1404200.7,5954175.38,576,334354.7,10.34,48,0.0037,0.4455,Male,Single,PhD,Government,Personal Loan,0,1,2,2,1,5
55,2,20.86970403281337,38399.66,460795.9,1,7603.94,589478.33,998351.44,765,274998.53,13.98,24,0.198,0.5968,Male,Divorced,PhD,Salaried,Personal Loan,0,1,0,2,2,5
34,4,19.411774940952327,38618.43,463421.21,2,4594.82,746215.08,2774143.93,747,50000.0,9.86,24,0.119,0.1079,Female,Divorced,Post Graduate,Business,Business Loan,0,0,0,3,0,1
56,3,22.75406684096587,49503.95,594047.45,0,23195.48,53241.86,194185.13,619,186934.05,8.28,36,0.4686,0.3147,Female,Divorced,Graduate,Business,Home Loan,0,0,0,0,0,4
32,3,2.233455648454078,61119.92,733438.98,4,12388.67,694160.32,3220367.21,459,177963.0,11.3,12,0.2027,0.2426,Male,Married,Post Graduate,Salaried,Agricultural Loan,1,1,1,3,2,0
37,3,7.239226798889261,20126.54,241518.46,1,6582.03,423297.91,966264.98,791,140818.46,8.65,180,0.327,0.5831,Female,Divorced,Post Graduate,Business,Personal Loan,0,0,0,3,0,5
59,3,23.078660692600753,17130.36,205564.33,2,6269.55,150393.7,215941.15,612,429861.7,7.74,84,0.366,2.0911,Male,Single,Graduate,Student,Home Loan,0,1,2,0,4,4
29,2,11.118479187311586,100437.18,1205246.21,1,38829.65,1778810.53,7930405.66,460,567879.46,7.35,36,0.3866,0.4712,Female,Single,Post Graduate,Business,Personal Loan,0,0,2,3,0,5
55,1,27.324568704662248,55406.12,664873.39,3,20383.22,893507.89,2078576.45,607,1889313.84,7.16,12,0.3679,2.8416,Female,Single,Graduate,Salaried,Gold Loan,0,0,2,0,2,3
33,4,15.530112269032136,31836.48,382037.74,4,4603.0,143296.7,276582.0,445,466583.62,10.02,36,0.1446,1.2213,Male,Divorced,Graduate,Government,Home Loan,1,1,0,0,1,4
35,1,0.030814007087994755,36747.34,440968.1,4,12605.58,691687.42,2036904.94,695,86955.95,9.99,12,0.343,0.1972,Male,Divorced,Graduate,Salaried,Gold Loan,0,1,0,0,2,3
38,4,20.965078887737167,28694.56,344334.77,0,7876.79,102959.43,163143.62,388,243240.22,8.3,36,0.2745,0.7064,Male,Single,High School,Salaried,Personal Loan,0,1,2,1,2,5
53,3,15.403919137890668,41223.69,494684.31,1,12312.95,731391.75,1600177.94,607,721041.1,12.49,48,0.2987,1.4576,Female,Married,PhD,Self-employed,Home Loan,0,0,1,2,3,4
26,0,9.512830675461988,20270.01,243240.11,2,8.26,482269.56,1225506.06,845,414517.22,7.9,84,0.0004,1.7041,Male,Married,Graduate,Business,Business Loan,0,1,1,0,0,1
47,2,0.6132209520963017,60120.14,721441.69,0,7763.24,1384781.65,2920533.83,670,878053.15,13.41,120,0.1291,1.2171,Male,Married,Graduate,Business,Vehicle Loan,0,1,1,0,0,6
43,4,5.962386972758949,40346.99,484163.86,4,18775.14,782955.91,2193089.26,750,293314.54,11.11,120,0.4653,0.6058,Female,Married,Post Graduate,Self-employed,Gold Loan,0,0,1,3,3,3
47,3,4.8478175498220635,41232.26,494787.13,1,5980.25,548137.58,1391503.54,466,1111954.52,7.19,240,0.145,2.2473,Female,Divorced,High School,Student,Agricultural Loan,0,0,0,1,4,0
54,0,17.48562433260489,21239.85,254878.24,2,4651.69,350902.88,1438127.77,691,538651.49,13.74,180,0.219,2.1134,Male,Married,Post Graduate,Student,Education Loan,0,1,1,3,4,2
58,3,23.086620615232185,49739.78,596877.34,4,4642.56,882706.62,4125448.32,790,549729.75,9.16,48,0.0933,0.921,Female,Single,Post Graduate,Self-employed,Education Loan,0,0,2,3,3,2
34,2,7.038192504412678,21534.62,258415.4,2,1492.38,25695.86,36069.1,449,498801.7,10.15,84,0.0693,1.9302,Male,Divorced,High School,Business,Vehicle Loan,1,1,0,1,0,6
56,0,20.93169402682645,23973.62,287683.48,1,2501.28,80417.68,345249.98,767,239875.45,8.99,12,0.1043,0.8338,Male,Divorced,Post Graduate,Student,Vehicle Loan,0,1,0,3,4,6
28,4,26.99472775665019,38275.8,459309.61,2,10595.65,563892.88,2665569.5,342,422627.97,12.1,180,0.2768,0.9201,Female,Single,Post Graduate,Student,Business Loan,0,0,2,3,4,1
55,4,18.647580640336443,163472.35,1961668.2,0,75117.89,188041.33,704487.93,328,559617.47,10.4,84,0.4595,0.2853,Female,Single,Graduate,Government,Education Loan,1,0,2,0,1,2
39,4,23.26942877919228,40250.58,483006.95,0,6564.85,881682.1,4395783.67,330,144274.98,7.93,24,0.1631,0.2987,Male,Married,High School,Student,Home Loan,0,1,1,1,4,4
50,4,6.126945165606898,10000.0,120000.0,1,1617.04,122622.42,286957.56,427,471500.48,7.73,180,0.1617,3.9292,Female,Divorced,High School,Business,Personal Loan,1,0,0,1,0,5
34,0,2.2481556585183107,24698.53,296382.41,4,6966.72,171127.32,739482.17,593,1169284.21,12.08,48,0.2821,3.9452,Male,Married,High School,Government,Home Loan,1,1,1,1,1,4
40,2,10.961634037287833,54733.84,656806.1,3,9762.95,550506.79,2034017.98,740,625967.99,8.66,240,0.1784,0.953,Female,Married,Post Graduate,Government,Agricultural Loan,0,0,1,3,1,0
45,0,21.270207746170925,18451.91,221422.98,3,8399.46,379516.36,870502.41,687,1320910.88,7.96,48,0.4552,5.9656,Female,Divorced,PhD,Business,Agricultural Loan,1,0,0,2,0,0
60,4,20.582957679452626,59794.05,717528.62,3,11296.53,1334928.28,5097698.54,823,613037.79,10.5,12,0.1889,0.8544,Male,Single,Post Graduate,Self-employed,Education Loan,0,1,2,3,3,2
44,2,28.652377234350233,39946.34,479356.09,4,9795.69,146739.07,445864.81,846,215754.24,12.62,120,0.2452,0.4501,Male,Divorced,PhD,Salaried,Agricultural Loan,0,1,0,2,2,0
34,1,18.899352592998504,65827.72,789932.65,0,17555.9,1243689.35,2183788.62,409,832849.15,8.95,60,0.2667,1.0543,Male,Single,High School,Student,Agricultural Loan,1,1,2,1,4,0
46,1,12.338533829791485,25969.75,311636.96,0,10155.05,371347.21,629626.15,627,177580.46,8.94,60,0.391,0.5698,Female,Single,Post Graduate,Self-employed,Gold Loan,0,0,2,3,3,3
58,0,23.913942799587815,24783.41,297400.89,0,6987.76,358530.73,1381632.39,704,374463.74,12.84,48,0.282,1.2591,Female,Married,PhD,Salaried,Gold Loan,0,0,1,2,2,3
43,4,4.592037349222365,50969.93,611639.14,1,6094.86,964728.16,3712005.61,544,354762.17,8.03,84,0.1196,0.58,Male,Married,High School,Business,Personal Loan,1,1,1,1,0,5
42,1,24.390670150451317,36151.83,433822.01,0,2241.18,221445.45,691595.19,462,257140.34,11.32,12,0.062,0.5927,Female,Married,Post Graduate,Student,Personal Loan,1,0,1,3,4,5
39,1,10.977913972951086,34863.17,418358.07,0,16346.9,460683.15,1384658.15,859,2967331.96,13.69,36,0.4689,7.0928,Male,Divorced,High School,Self-employed,Business Loan,0,1,0,1,3,1
23,3,4.620300270667278,93095.57,1117146.89,0,37310.98,776892.82,1336375.12,698,417434.85,12.89,120,0.4008,0.3737,Male,Divorced,PhD,Salaried,Education Loan,0,1,0,2,2,2
62,3,4.864218721153533,52181.57,626178.78,3,599.18,165613.01,449994.49,882,1882383.53,7.43,180,0.0115,3.0061,Male,Single,High School,Business,Education Loan,0,1,2,1,0,2
39,2,29.50792485888246,11004.35,132052.24,2,4520.2,37599.97,168658.07,698,582376.48,9.24,240,0.4108,4.4102,Female,Single,PhD,Government,Personal Loan,0,0,2,2,1,5
29,2,18.696682876218308,58655.75,703868.99,0,17320.98,242766.99,1072765.27,792,229409.19,8.0,12,0.2953,0.3259,Male,Divorced,Post Graduate,Government,Gold Loan,0,1,0,3,1,3
48,4,5.2279378296624355,55236.61,662839.35,2,14330.98,836431.26,3047684.17,538,318803.37,13.64,48,0.2594,0.481,Female,Divorced,PhD,Government,Vehicle Loan,0,0,0,2,1,6
40,1,8.056876140308692,73935.38,887224.58,0,452.08,253901.09,1266820.89,764,429001.18,13.9,24,0.0061,0.4835,Male,Single,High School,Business,Vehicle Loan,0,1,2,1,0,6
27,0,11.162393072748337,20664.67,247976.09,3,8068.15,291627.9,1333530.82,879,336567.28,8.64,24,0.3904,1.3573,Male,Single,High School,Salaried,Vehicle Loan,0,1,2,1,2,6
34,0,1.6769841075862835,44129.49,529553.85,3,4370.25,641238.19,1013747.36,331,355342.8,11.69,12,0.099,0.671,Male,Divorced,PhD,Business,Gold Loan,1,1,0,2,0,3
29,3,3.2524714924010634,38831.15,465973.79,2,14134.17,846115.97,2196978.71,422,700111.7,12.89,60,0.364,1.5025,Female,Married,Graduate,Government,Home Loan,1,0,1,0,1,4
39,2,22.85262883196218,20443.51,245322.15,3,162.2,314966.29,481189.73,833,592612.52,8.64,24,0.0079,2.4157,Female,Divorced,High School,Business,Home Loan,0,0,0,1,0,4
34,4,23.606219088624144,64091.05,769092.55,1,25519.57,1516940.22,4345060.56,409,768345.65,8.31,48,0.3982,0.999,Female,Married,High School,Student,Gold Loan,0,0,1,1,4,3
58,3,29.64703834093723,31415.99,376991.93,4,361.9,53810.24,220919.61,570,1500558.1,7.08,240,0.0115,3.9803,Female,Married,Graduate,Salaried,Agricultural Loan,1,0,1,0,2,0
56,3,2.027891560414602,72521.58,870258.95,4,8553.66,1247034.74,2024130.47,679,303401.21,9.88,36,0.1179,0.3486,Female,Divorced,PhD,Student,Home Loan,0,0,0,2,4,4
60,4,26.67553234863356,23255.22,279062.59,0,3119.43,37418.61,169195.3,599,1078534.86,13.3,180,0.1341,3.8648,Female,Single,High School,Government,Vehicle Loan,1,0,2,1,1,6
37,4,9.51648136932255,15118.11,181417.33,3,1190.62,268734.77,880436.97,548,1349009.99,13.32,84,0.0788,7.4359,Female,Married,High School,Salaried,Gold Loan,1,0,1,1,2,3
50,1,9.835517572386015,31396.77,376761.24,4,7551.84,310029.12,1238807.49,820,1245590.95,7.89,60,0.2405,3.306,Female,Divorced,Graduate,Student,Personal Loan,0,0,0,0,4,5
29,4,3.8184675564137285,41737.19,500846.31,2,5920.17,628565.4,742098.92,333,108234.49,8.43,24,0.1418,0.2161,Male,Married,Post Graduate,Business,Gold Loan,0,1,1,3,0,3
53,4,29.589005308342173,26356.82,316281.87,2,13089.96,214000.94,294326.76,527,1863839.61,9.86,36,0.4966,5.893,Female,Married,PhD,Self-employed,Education Loan,1,0,1,2,3,2
45,3,29.4296771072602,10000.0,120000.0,2,2899.84,46594.16,162308.18,884,265901.39,12.46,180,0.29,2.2158,Male,Single,High School,Business,Vehicle Loan,0,1,2,1,0,6
34,3,25.944888262138317,45715.35,548584.24,0,12948.37,806454.86,3510310.62,698,101464.29,11.28,240,0.2832,0.185,Female,Married,Post Graduate,Government,Business Loan,0,0,1,3,1,1
31,0,2.7234025993570956,45587.48,547049.77,4,5034.45,994092.86,4468905.02,883,1827552.27,10.6,120,0.1104,3.3407,Female,Divorced,High School,Self-employed,Vehicle Loan,0,0,0,1,3,6
55,0,25.24948877127707,54846.87,658162.42,4,11207.67,286432.08,1075116.3,869,667118.85,11.14,12,0.2043,1.0136,Female,Married,High School,Salaried,Education Loan,0,0,1,1,2,2
61,0,19.03841979398421,28903.11,346837.34,4,1791.67,640960.29,1156135.25,519,689528.94,7.67,84,0.062,1.988,Male,Divorced,Post Graduate,Self-employed,Vehicle Loan,1,1,0,3,3,6
34,4,3.863263378628484,27972.27,335667.25,2,10664.84,118160.14,210335.32,670,339198.96,10.34,120,0.3813,1.0105,Male,Married,Graduate,Salaried,Business Loan,0,1,1,0,2,1
50,1,7.852732717393853,86179.97,1034159.64,2,14269.65,1544364.31,6988944.98,827,511794.44,13.94,84,0.1656,0.4949,Female,Single,PhD,Student,Education Loan,0,0,2,2,4,2
61,3,20.676723944946012,14111.67,169340.01,0,5305.75,325517.19,472957.45,374,395753.48,7.62,24,0.376,2.337,Male,Single,Graduate,Student,Business Loan,1,1,2,0,4,1
24,2,24.103223231422824,31311.14,375733.72,1,5819.11,137441.21,514618.85,435,268508.47,10.63,240,0.1858,0.7146,Female,Married,High School,Student,Education Loan,0,0,1,1,4,2
24,1,25.442611379294227,39552.38,474628.54,4,19553.85,435355.84,1364417.11,373,450625.85,9.07,36,0.4944,0.9494,Male,Single,Graduate,Student,Vehicle Loan,1,1,2,0,4,6
48,2,16.31490723176757,52240.49,626885.85,0,4469.74,457706.19,1229252.53,553,484324.57,10.78,84,0.0856,0.7726,Female,Married,High School,Student,Gold Loan,1,0,1,1,4,3
28,4,16.038597498479138,40209.57,482514.84,2,30.64,399481.61,1103103.85,317,153689.99,11.02,84,0.0008,0.3185,Male,Married,High School,Self-employed,Education Loan,1,1,1,1,3,2
22,2,20.52627038583748,20885.37,250624.5,1,6211.58,382666.3,1829462.34,342,462548.04,11.04,180,0.2974,1.8456,Male,Single,Post Graduate,Salaried,Personal Loan,1,1,2,3,2,5
61,0,23.331676476993238,73172.02,878064.22,3,34864.75,1185924.18,5272349.48,349,105871.37,12.97,48,0.4765,0.1206,Male,Single,Post Graduate,Student,Education Loan,1,1,2,3,4,2
42,3,5.1175734370626405,36357.09,436285.05,1,11762.5,846385.74,3774825.75,814,2056016.89,9.73,84,0.3235,4.7126,Male,Married,Graduate,Student,Personal Loan,0,1,1,0,4,5
61,1,22.195129786538782,13349.02,160188.26,0,572.16,70296.33,184631.43,870,407556.52,10.61,12,0.0429,2.5442,Male,Divorced,Post Graduate,Salaried,Gold Loan,0,1,0,3,2,3
36,0,10.250597674671397,41171.68,494060.19,1,11126.24,555611.86,793371.97,875,187738.2,7.08,240,0.2702,0.38,Female,Divorced,High School,Self-employed,Education Loan,0,0,0,1,3,2
49,3,11.512758627670271,48299.0,579587.99,2,21963.65,547222.9,2731385.24,881,667019.5,12.53,240,0.4547,1.1509,Female,Single,Graduate,Student,Agricultural Loan,0,0,2,0,4,0
50,0,2.331388946274058,117765.0,1413179.97,1,383.09,2606574.01,4121964.06,602,243443.58,8.82,120,0.0033,0.1723,Female,Single,Post Graduate,Self-employed,Education Loan,0,0,2,3,3,2
32,1,17.65262286804806,46409.1,556909.18,2,3873.12,57744.17,176831.65,441,432178.57,12.72,12,0.0835,0.776,Female,Divorced,Graduate,Student,Education Loan,0,0,0,0,4,2
55,4,2.802602926039346,14924.88,179098.52,1,6078.62,354479.53,729687.88,501,636921.01,8.86,36,0.4073,3.5563,Male,Divorced,PhD,Self-employed,Agricultural Loan,1,1,0,2,3,0
31,2,27.394068111505703,15242.75,182912.99,0,6812.8,183429.56,558170.91,506,196152.44,7.08,60,0.447,1.0724,Male,Married,Graduate,Government,Personal Loan,1,1,1,0,1,5
41,4,18.629109187818624,77282.72,927392.65,3,27325.65,1189181.06,2639664.17,714,2104876.72,8.08,48,0.3536,2.2697,Male,Single,PhD,Student,Gold Loan,0,1,2,2,4,3
41,2,29.70845565354559,22433.67,269204.03,4,11122.17,208211.57,955180.25,520,2271455.96,13.9,60,0.4958,8.4377,Female,Married,High School,Student,Vehicle Loan,1,0,1,1,4,6
25,2,7.369564578918161,14332.02,171984.22,1,646.49,295355.86,1439377.32,661,290580.91,9.24,120,0.0451,1.6896,Male,Married,Graduate,Business,Business Loan,0,1,1,0,0,1
40,1,20.38801691596912,66191.45,794297.35,3,18059.56,921763.73,2433693.25,380,180112.88,7.76,240,0.2728,0.2268,Male,Divorced,High School,Business,Business Loan,1,1,0,1,0,1
57,1,28.93289964975472,27297.72,327572.66,1,9349.4,443441.97,567942.1,862,289524.0,7.83,12,0.3425,0.8838,Female,Married,High School,Self-employed,Home Loan,0,0,1,1,3,4
23,4,8.957347929350343,64100.56,769206.72,3,22519.96,1020789.13,3729294.24,584,302173.53,9.17,60,0.3513,0.3928,Female,Single,Graduate,Business,Agricultural Loan,1,0,2,0,0,0
64,3,2.889679454702806,20976.72,251720.58,2,8322.35,196585.16,492741.14,668,1075482.97,7.26,36,0.3967,4.2725,Male,Single,Post Graduate,Self-employed,Education Loan,0,1,2,3,3,2
53,3,19.019297301647946,87929.22,1055150.59,3,40343.07,241611.27,1194495.85,791,293557.69,10.58,36,0.4588,0.2782,Male,Single,Post Graduate,Student,Education Loan,0,1,2,3,4,2
29,4,10.982975002960757,61281.8,735381.63,4,11081.02,1199728.76,1628630.72,645,174673.02,8.5,24,0.1808,0.2375,Female,Married,Graduate,Student,Education Loan,0,0,1,0,4,2
29,2,8.191729011303888,23538.41,282460.9,3,505.64,180385.8,266340.67,503,479864.38,10.64,84,0.0215,1.6989,Female,Married,PhD,Government,Vehicle Loan,1,0,1,2,1,6
24,1,29.807629522302324,13410.13,160921.57,4,2430.2,275248.23,1045308.14,324,134230.95,7.99,84,0.1812,0.8341,Female,Single,High School,Government,Gold Loan,1,0,2,1,1,3
55,4,22.623280083099633,144798.49,1737581.85,4,48624.4,2171801.99,8762348.87,852,1039651.43,10.01,36,0.3358,0.5983,Male,Divorced,PhD,Business,Personal Loan,0,1,0,2,0,5
